City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
255,Waipawa,NZ,2022-12-27 22:31:33,-41.4122,175.5153,59.41,85,87,4.34,overcast clouds
256,Seoul,KR,2022-12-27 22:26:58,37.5683,126.9778,28.0,66,40,8.05,mist
257,Necochea,AR,2022-12-27 22:30:08,-38.5473,-58.7368,62.98,88,64,19.46,light rain
258,Shingu,JP,2022-12-27 22:31:34,33.7333,135.9833,41.47,64,5,4.65,clear sky
259,Ulladulla,AU,2022-12-27 22:31:34,-35.35,150.4667,78.49,46,0,10.74,clear sky
260,Vardo,NO,2022-12-27 22:31:34,70.3705,31.1107,17.58,86,75,31.07,broken clouds
261,Soto La Marina,MX,2022-12-27 22:31:35,23.7667,-98.2167,66.42,49,0,9.53,clear sky
262,Qaqortoq,GL,2022-12-27 22:31:35,60.7167,-46.0333,20.71,92,100,6.98,overcast clouds
263,Inhambane,MZ,2022-12-27 22:31:35,-23.865,35.3833,76.12,79,48,6.73,scattered clouds
264,Zarinsk,RU,2022-12-27 22:31:36,53.7074,84.9493,0.7,95,100,3.22,overcast clouds
265,Yagodnoye,RU,2022-12-27 22:31:36,62.55,149.6667,-28.61,99,77,5.17,broken clouds
266,Yaounde,CM,2022-12-27 22:31:36,3.8667,11.5167,68.29,47,10,1.9,clear sky
267,Kropotkin,RU,2022-12-27 22:31:37,45.4375,40.5756,42.76,83,100,6.91,overcast clouds
268,Kavaratti,IN,2022-12-27 22:31:37,10.5669,72.642,80.38,79,22,10.2,few clouds
269,San Angelo,US,2022-12-27 22:27:06,31.4638,-100.437,62.82,27,0,19.57,clear sky
270,Arlit,NE,2022-12-27 22:31:37,18.7369,7.3853,65.88,24,90,6.6,overcast clouds
271,Ponta Do Sol,PT,2022-12-27 22:32:38,32.6667,-17.1,70.43,22,4,7.09,clear sky
272,Te Anau,NZ,2022-12-27 22:32:38,-45.4167,167.7167,76.17,45,10,2.73,clear sky
273,Yaan,NG,2022-12-27 22:32:38,7.3833,8.5667,79.75,22,10,10.18,clear sky
274,Zaranj,AF,2022-12-27 22:32:39,30.9667,61.8833,52.79,51,100,6.67,overcast clouds
275,La Libertad,EC,2022-12-27 22:32:39,-2.2333,-80.9,80.26,74,0,10.36,clear sky
276,Lazaro Cardenas,MX,2022-12-27 22:32:39,17.9583,-102.2,81.18,63,56,5.82,broken clouds
277,The Valley,AI,2022-12-27 22:32:39,18.217,-63.0578,78.66,88,40,12.66,scattered clouds
278,Bafq,IR,2022-12-27 22:32:40,31.6128,55.4107,47.01,52,92,1.72,overcast clouds
279,Roseau,DM,2022-12-27 22:32:40,15.3017,-61.3881,73.42,78,12,15.5,few clouds
280,Longyearbyen,SJ,2022-12-27 22:32:40,78.2186,15.6401,31.84,80,75,21.85,light snow
281,Kavieng,PG,2022-12-27 22:32:41,-2.5744,150.7967,84.07,66,53,7.02,broken clouds
282,Bengkulu,ID,2022-12-27 22:32:41,-3.8004,102.2655,75.31,87,100,5.35,overcast clouds
283,Arua,UG,2022-12-27 22:32:41,3.0201,30.9111,65.3,41,100,3.0,overcast clouds
284,Viedma,AR,2022-12-27 22:30:36,-40.8135,-62.9967,66.34,31,69,14.47,broken clouds
285,Hervey Bay,AU,2022-12-27 22:28:07,-25.2986,152.8535,74.5,67,17,16.58,few clouds
286,Sawakin,SD,2022-12-27 22:32:42,19.1059,37.3321,72.34,57,31,15.05,scattered clouds
287,Ixtapa,MX,2022-12-27 22:32:42,20.7,-105.2,78.22,69,0,9.22,clear sky
288,Tiksi,RU,2022-12-27 22:32:42,71.6872,128.8694,-18.85,100,94,4.94,overcast clouds
289,Upernavik,GL,2022-12-27 22:32:43,72.7868,-56.1549,1.58,71,100,5.88,overcast clouds
290,Baykit,RU,2022-12-27 22:32:18,61.67,96.37,-8.72,100,100,1.05,overcast clouds
291,Coihaique,CL,2022-12-27 22:32:43,-45.5752,-72.0662,57.81,50,75,8.05,broken clouds
292,Kaabong,UG,2022-12-27 22:32:43,3.4836,34.1492,66.87,68,78,8.12,broken clouds
293,Eureka,US,2022-12-27 22:30:21,40.8021,-124.1637,52.41,88,95,8.01,overcast clouds
294,Osoyoos,CA,2022-12-27 22:32:43,49.0331,-119.4524,39.96,93,100,4.61,overcast clouds
295,Danilovka,RU,2022-12-27 22:32:44,50.3557,44.1168,26.28,74,100,12.08,overcast clouds
296,Marica,BR,2022-12-27 22:32:44,-22.9194,-42.8186,78.75,86,97,2.91,overcast clouds
297,Shaowu,CN,2022-12-27 22:32:45,27.3409,117.4831,42.62,72,44,2.59,scattered clouds
298,Davila,PH,2022-12-27 22:32:45,18.4726,120.5763,69.78,78,75,22.3,broken clouds
299,Bilibino,RU,2022-12-27 22:32:45,68.0546,166.4372,-23.4,99,100,0.92,overcast clouds
300,Plover,US,2022-12-27 22:32:45,44.4564,-89.544,20.08,57,0,11.99,clear sky
301,Monrovia,LR,2022-12-27 22:32:46,6.3005,-10.7969,79.27,80,7,5.53,clear sky
302,Severo-Kurilsk,RU,2022-12-27 22:32:46,50.6789,156.125,32.14,80,69,22.88,broken clouds
303,Rohatyn,UA,2022-12-27 22:32:46,49.409,24.6093,34.39,83,20,16.84,few clouds
304,Kruisfontein,ZA,2022-12-27 22:32:47,-34.0033,24.7314,65.88,94,0,9.08,clear sky
305,Xianyang,CN,2022-12-27 22:32:47,34.3378,108.7026,24.04,68,0,6.71,clear sky
306,Touros,BR,2022-12-27 22:32:47,-5.1989,-35.4608,79.16,78,68,13.4,broken clouds
307,Khatima,IN,2022-12-27 22:32:48,28.9167,79.9667,48.65,53,2,3.71,clear sky
308,Henties Bay,NA,2022-12-27 22:32:48,-22.116,14.2845,61.79,92,0,5.12,clear sky
309,Coahuayana,MX,2022-12-27 22:32:48,18.7333,-103.6833,82.2,51,65,4.5,broken clouds
310,Saskylakh,RU,2022-12-27 22:32:48,71.9167,114.0833,-40.27,100,88,4.12,overcast clouds
311,Nuqui,CO,2022-12-27 22:32:49,5.7125,-77.2708,76.82,88,49,6.91,light rain
312,Mukhen,RU,2022-12-27 22:32:49,48.1,136.1,10.33,95,100,3.0,overcast clouds
313,Baijiantan,CN,2022-12-27 22:32:49,45.6333,85.1833,-1.25,96,38,0.76,scattered clouds
314,Poso,ID,2022-12-27 22:32:50,-1.3959,120.7524,78.91,73,100,2.24,light rain
315,Harer,ET,2022-12-27 22:32:50,9.3094,42.1258,58.05,82,79,6.31,broken clouds
316,Narasannapeta,IN,2022-12-27 22:32:50,18.4167,84.05,71.82,91,93,4.88,overcast clouds
317,Kawalu,ID,2022-12-27 22:32:50,-7.3817,108.2082,72.07,92,97,1.72,overcast clouds
318,Saint-Georges,GD,2022-12-27 22:28:15,12.0564,-61.7485,78.48,78,20,11.5,few clouds
319,Yarada,IN,2022-12-27 22:32:51,17.65,83.2667,75.58,86,97,6.69,overcast clouds
320,Amarante Do Maranhao,BR,2022-12-27 22:33:51,-5.5667,-46.7422,72.19,98,95,3.44,overcast clouds
321,Grand Gaube,MU,2022-12-27 22:33:51,-20.0064,57.6608,79.2,66,1,8.01,clear sky
322,La Romana,DO,2022-12-27 22:29:11,18.4273,-68.9728,79.16,83,40,4.61,scattered clouds
323,Zeya,RU,2022-12-27 22:33:12,53.75,127.2667,-9.2,91,82,4.97,broken clouds
324,Dosso,NE,2022-12-27 22:33:52,13.049,3.1937,69.06,20,2,11.07,clear sky
325,Ajuchitlan,MX,2022-12-27 22:33:52,20.7167,-100.0167,65.59,33,2,7.61,clear sky
326,Los Angeles,US,2022-12-27 22:30:56,34.0522,-118.2437,64.35,79,100,3.44,overcast clouds
327,Pangai,TO,2022-12-27 22:33:52,-19.8,-174.35,84.31,65,20,5.75,few clouds
328,Shakiso,ET,2022-12-27 22:33:53,5.75,38.9167,61.9,68,97,2.19,overcast clouds
329,Saint-Pierre,RE,2022-12-27 22:33:53,-21.3393,55.4781,77.92,73,0,5.75,clear sky
330,Mpika,ZM,2022-12-27 22:33:53,-11.8343,31.4529,61.86,98,98,3.96,light rain
331,Blythe,US,2022-12-27 22:33:54,33.6103,-114.5964,75.04,28,0,16.11,clear sky
332,San Juan,AR,2022-12-27 22:30:56,-31.5375,-68.5364,88.03,18,23,12.5,few clouds
333,Meulaboh,ID,2022-12-27 22:33:54,4.1363,96.1285,75.0,90,87,3.36,overcast clouds
334,Kjollefjord,NO,2022-12-27 22:32:35,70.9457,27.3465,23.05,73,78,46.04,broken clouds
335,Shalinskoye,RU,2022-12-27 22:33:54,55.7228,93.7594,10.22,95,100,4.05,overcast clouds
336,Nur,PL,2022-12-27 22:33:55,52.6683,22.3221,35.29,83,78,14.34,broken clouds
337,Kysyl-Syr,RU,2022-12-27 22:33:55,63.8986,122.7617,-6.75,95,94,7.0,overcast clouds
338,Tessalit,ML,2022-12-27 22:33:56,20.1986,1.0114,67.53,25,100,10.49,overcast clouds
339,Kikwit,CD,2022-12-27 22:33:56,-5.041,18.8162,70.45,95,91,1.12,moderate rain
340,Clyde River,CA,2022-12-27 22:33:56,70.4692,-68.5914,-12.77,84,100,10.36,overcast clouds
341,Marsa Matruh,EG,2022-12-27 22:33:56,31.3525,27.2453,61.0,77,75,6.91,broken clouds
342,Tazovskiy,RU,2022-12-27 22:33:57,67.4667,78.7,-5.8,99,96,7.92,overcast clouds
343,Cockburn Town,TC,2022-12-27 22:33:57,21.4612,-71.1419,79.05,79,0,21.99,clear sky
344,Letlhakane,BW,2022-12-27 22:33:57,-21.4167,25.5833,78.3,45,4,16.96,clear sky
345,Buala,SB,2022-12-27 22:33:58,-8.145,159.5921,83.57,73,100,8.37,light rain
346,Luanda,AO,2022-12-27 22:31:56,-8.8368,13.2343,80.6,78,40,9.22,scattered clouds
347,Kashi,CN,2022-12-27 22:33:58,39.4547,75.9797,18.61,57,3,8.95,clear sky
348,Steamboat Springs,US,2022-12-27 22:30:38,40.485,-106.8317,36.99,94,100,4.61,snow
349,Kamiiso,JP,2022-12-27 22:33:58,41.8167,140.65,32.38,80,75,8.05,broken clouds
350,Cabedelo,BR,2022-12-27 22:33:59,-6.9811,-34.8339,81.27,79,30,12.86,scattered clouds
351,Lugovoy,KZ,2022-12-27 22:33:59,42.9472,72.7644,29.34,65,99,2.17,overcast clouds
352,Iqaluit,CA,2022-12-27 22:30:12,63.7506,-68.5145,10.13,67,40,4.61,scattered clouds
353,Leh,IN,2022-12-27 22:33:59,34.1667,77.5833,8.02,62,1,3.33,clear sky
354,Hovd,MN,2022-12-27 22:34:00,48.0056,91.6419,-5.03,81,5,2.86,clear sky
355,Sitka,US,2022-12-27 22:34:00,57.0531,-135.33,39.09,81,75,8.05,light rain
356,Dongsheng,CN,2022-12-27 22:34:00,39.8161,109.9776,6.67,38,9,7.16,clear sky
357,Araouane,ML,2022-12-27 22:34:01,18.9048,-3.5265,70.16,22,100,11.03,overcast clouds
358,Richards Bay,ZA,2022-12-27 22:34:01,-28.783,32.0377,69.82,95,10,7.2,clear sky
359,Mimongo,GA,2022-12-27 22:34:01,-1.6195,11.6068,69.39,94,54,1.39,broken clouds
360,Komsomolskiy,UZ,2022-12-27 22:34:02,40.4272,71.7189,25.52,93,100,2.3,fog
361,Acapulco,MX,2022-12-27 22:34:01,16.8634,-99.8901,84.02,61,20,5.75,few clouds
362,Nuuk,GL,2022-12-27 22:35:04,64.1835,-51.7216,30.81,69,75,2.3,broken clouds
363,Zhangjiakou,CN,2022-12-27 22:35:04,40.81,114.8794,9.84,51,0,4.38,clear sky
364,Belyy Yar,RU,2022-12-27 22:35:05,53.6039,91.3903,1.29,100,100,0.0,fog
365,San Quintin,MX,2022-12-27 22:35:05,30.4833,-115.95,66.04,57,59,4.97,broken clouds
366,Kalaleh,IR,2022-12-27 22:35:06,37.3807,55.4916,46.72,76,100,1.12,overcast clouds
367,Ponta Delgada,PT,2022-12-27 22:33:32,37.7333,-25.6667,61.52,77,75,16.11,broken clouds
368,Magway,MM,2022-12-27 22:35:06,20.15,94.9167,62.13,70,11,1.28,few clouds
369,Ishigaki,JP,2022-12-27 22:35:08,24.3448,124.1572,66.33,77,75,13.8,broken clouds
370,Gazojak,TM,2022-12-27 22:31:08,41.1875,61.4036,38.03,84,82,5.06,broken clouds
371,Caxito,AO,2022-12-27 22:35:08,-8.5785,13.6643,75.34,86,65,1.05,broken clouds
372,Turukhansk,RU,2022-12-27 22:35:09,65.8167,87.9833,4.33,96,100,7.74,overcast clouds
373,Dalby,AU,2022-12-27 22:35:09,-27.1833,151.2667,77.99,50,9,3.0,clear sky
374,Boshnyakovo,RU,2022-12-27 22:35:09,49.6333,142.1667,16.34,90,98,3.09,overcast clouds
375,Garowe,SO,2022-12-27 22:35:10,8.4054,48.4845,65.55,84,30,6.11,scattered clouds
376,Solnechnyy,RU,2022-12-27 22:35:10,50.7214,136.6319,3.7,98,99,2.06,overcast clouds
377,Presidencia Roque Saenz Pena,AR,2022-12-27 22:35:11,-26.7852,-60.4388,67.26,89,42,3.87,scattered clouds
378,Lewisporte,CA,2022-12-27 22:35:11,49.2499,-55.0482,29.91,72,100,8.84,overcast clouds
379,Baruun-Urt,MN,2022-12-27 22:35:11,46.6806,113.2792,0.01,94,97,5.82,overcast clouds
380,Bonthe,SL,2022-12-27 22:35:12,7.5264,-12.505,78.28,79,62,6.04,broken clouds
381,Berlevag,NO,2022-12-27 22:35:12,70.8578,29.0864,19.4,73,80,11.5,broken clouds
382,Borba,BR,2022-12-27 22:35:13,-4.3878,-59.5939,73.96,98,99,3.56,overcast clouds
383,Trofors,NO,2022-12-27 22:35:13,65.5333,13.4063,35.47,95,100,26.49,light snow
384,Kolaras,IN,2022-12-27 22:35:13,25.2333,77.6,52.02,41,0,5.28,clear sky
385,Chicama,PE,2022-12-27 22:35:14,-7.8447,-79.1469,72.14,70,100,7.87,overcast clouds
386,Niono,ML,2022-12-27 22:35:14,14.2526,-5.993,73.63,21,100,9.24,overcast clouds
387,Gamba,GA,2022-12-27 22:35:14,-2.65,10.0,77.61,89,93,4.59,overcast clouds
388,Alyangula,AU,2022-12-27 22:35:15,-13.8483,136.4192,83.3,77,100,11.77,overcast clouds
389,Belaya Gora,RU,2022-12-27 22:35:15,68.5333,146.4167,-30.46,99,91,3.67,overcast clouds
390,Ingham,US,2022-12-27 22:35:16,42.6,-84.3833,24.03,77,0,4.61,clear sky
391,Andrelandia,BR,2022-12-27 22:35:16,-21.7397,-44.3092,63.73,98,90,3.49,overcast clouds
392,Ahuimanu,US,2022-12-27 22:35:16,21.4447,-157.8378,82.11,64,40,12.66,scattered clouds
393,Kajaani,FI,2022-12-27 22:35:17,64.2273,27.7285,23.05,86,100,12.66,overcast clouds
394,Guerrero Negro,MX,2022-12-27 22:35:17,27.9769,-114.0611,74.62,31,4,9.91,clear sky
395,Lavrentiya,RU,2022-12-27 22:35:18,65.5833,-171.0,-4.94,92,6,11.18,clear sky
396,Xinmin,CN,2022-12-27 22:35:18,41.9908,122.8253,5.16,74,0,4.41,clear sky
397,Dingle,PH,2022-12-27 22:35:18,10.9995,122.6711,74.32,92,100,8.99,overcast clouds
398,Okhotsk,RU,2022-12-27 22:35:19,59.3833,143.3,-6.79,76,2,19.17,clear sky
399,Trairi,BR,2022-12-27 22:35:10,-3.2778,-39.2689,79.99,76,99,10.67,overcast clouds
400,Cairns,AU,2022-12-27 22:35:19,-16.9167,145.7667,80.06,94,75,9.22,broken clouds
401,Ternate,ID,2022-12-27 22:35:20,0.8,127.4,82.18,71,98,11.21,overcast clouds
402,Porgera,PG,2022-12-27 22:35:20,-5.4667,143.2,46.87,96,100,2.55,overcast clouds
403,Ankang,CN,2022-12-27 22:35:21,32.68,109.0172,34.9,75,91,1.54,overcast clouds
404,Gopalpur,IN,2022-12-27 22:35:21,19.2667,84.9167,71.64,87,98,5.32,overcast clouds
405,Batagay,RU,2022-12-27 22:35:22,67.6333,134.6333,-18.56,91,94,4.29,overcast clouds
406,Aljezur,PT,2022-12-27 22:35:23,37.3191,-8.8033,57.09,75,38,7.23,scattered clouds
407,Verkhovazhye,RU,2022-12-27 22:35:24,60.7472,42.0465,10.2,92,100,9.35,overcast clouds
408,Wanaka,NZ,2022-12-27 22:35:08,-44.7,169.15,68.11,68,0,4.0,clear sky
409,Porangatu,BR,2022-12-27 22:35:25,-13.4408,-49.1486,71.19,94,93,1.63,overcast clouds
410,Adrar,MR,2022-12-27 22:35:26,20.5022,-10.0711,70.14,22,82,11.1,broken clouds
411,Dalaba,GN,2022-12-27 22:36:27,10.7,-12.25,65.46,39,91,2.84,overcast clouds
412,Hofn,IS,2022-12-27 22:36:27,64.2539,-15.2082,22.96,69,94,9.93,overcast clouds
413,Atlantic City,US,2022-12-27 22:36:01,39.3643,-74.4229,36.01,61,0,3.44,clear sky
414,Rancho Palos Verdes,US,2022-12-27 22:33:00,33.7445,-118.387,63.0,86,100,1.99,overcast clouds
415,Ketou,BJ,2022-12-27 22:36:28,7.3633,2.5998,76.12,43,13,1.25,few clouds
416,Ornskoldsvik,SE,2022-12-27 22:36:28,63.2909,18.7153,23.95,100,100,0.0,overcast clouds
417,Aklavik,CA,2022-12-27 22:36:29,68.2191,-135.0107,-22.0,69,100,4.61,overcast clouds
418,Sao Joao De Pirabas,BR,2022-12-27 22:36:29,-0.7747,-47.1772,76.98,90,56,7.2,light rain
419,Adilabad,IN,2022-12-27 22:36:29,19.6667,78.5333,72.63,66,39,4.25,scattered clouds
420,Aldan,RU,2022-12-27 22:36:30,58.6031,125.3894,-27.31,94,24,3.83,few clouds
421,Terrace,CA,2022-12-27 22:36:30,54.5163,-128.6035,39.11,75,75,17.27,broken clouds
422,Ola,RU,2022-12-27 22:36:30,59.5833,151.2833,-2.45,82,1,11.86,clear sky
423,Plettenberg Bay,ZA,2022-12-27 22:36:31,-34.0527,23.3716,64.44,90,4,5.37,clear sky
424,San Cristobal,VE,2022-12-27 22:36:31,7.7669,-72.225,77.18,69,55,1.61,broken clouds
425,Newberg,US,2022-12-27 22:36:32,45.3001,-122.9732,47.64,84,100,28.77,heavy intensity rain
426,Mnogovershinnyy,RU,2022-12-27 22:36:32,53.9353,139.9242,-10.37,85,41,3.65,scattered clouds
427,Pangnirtung,CA,2022-12-27 22:36:32,66.1451,-65.7125,5.0,61,0,0.0,clear sky
428,Omboue,GA,2022-12-27 22:36:32,-1.5746,9.2618,78.55,86,72,5.53,broken clouds
429,Panaba,MX,2022-12-27 22:36:33,21.2833,-88.2667,72.48,67,64,9.89,broken clouds
430,Beloha,MG,2022-12-27 22:36:33,-25.1667,45.05,75.09,78,41,3.4,scattered clouds
431,Benguela,AO,2022-12-27 22:36:33,-12.5763,13.4055,77.23,77,75,8.23,broken clouds
432,Srednekolymsk,RU,2022-12-27 22:36:34,67.45,153.6833,-17.3,98,100,6.85,overcast clouds
433,Tikhvin,RU,2022-12-27 22:36:34,59.6451,33.5294,22.21,95,100,6.6,light snow
434,Palmer,US,2022-12-27 22:36:34,42.1584,-72.3287,29.75,60,40,5.75,scattered clouds
435,Xining,CN,2022-12-27 22:36:34,36.6167,101.7667,12.47,53,79,1.16,broken clouds
436,San Juan De Los Morros,VE,2022-12-27 22:36:35,9.9115,-67.3538,76.33,70,84,4.29,broken clouds
437,Abu Dhabi,AE,2022-12-27 22:36:35,24.4667,54.3667,69.82,82,0,2.3,clear sky
438,Zlobin,HR,2022-12-27 22:36:35,45.2924,14.6541,42.78,75,75,2.3,broken clouds
439,Santa Cruz,BO,2022-12-27 22:36:36,-17.8,-63.1667,89.06,58,20,10.36,few clouds
440,Lagoa,PT,2022-12-27 22:36:36,39.05,-27.9833,60.4,97,100,20.42,light rain
441,Yumen,CN,2022-12-27 22:36:36,40.2833,97.2,13.87,54,40,11.05,scattered clouds
442,Rawson,AR,2022-12-27 22:36:37,-43.3002,-65.1023,60.1,50,5,19.89,clear sky
443,Waitati,NZ,2022-12-27 22:36:37,-45.75,170.5667,70.03,62,16,9.48,few clouds
444,Charters Towers,AU,2022-12-27 22:36:37,-20.1,146.2667,78.57,59,6,12.06,clear sky
445,Svarstad,NO,2022-12-27 22:36:37,59.399,9.9698,30.56,77,72,3.51,broken clouds
446,Rio Grande,BR,2022-12-27 22:36:38,-32.035,-52.0986,73.51,63,100,13.51,overcast clouds
447,A Coruna,ES,2022-12-27 22:36:38,43.3713,-8.396,51.57,82,20,4.0,few clouds
448,Erenhot,CN,2022-12-27 22:36:38,43.6475,111.9767,5.72,58,1,7.49,clear sky
449,Ciudad Bolivar,VE,2022-12-27 22:36:39,8.1222,-63.5497,82.06,61,90,14.63,overcast clouds
450,Berdigestyakh,RU,2022-12-27 22:36:39,62.0989,126.6992,-27.35,100,38,4.14,scattered clouds
451,Ostersund,SE,2022-12-27 22:36:39,63.1792,14.6357,28.85,86,20,21.85,few clouds
452,Saint-Francois,FR,2022-12-27 22:35:17,46.4154,3.9054,40.44,87,0,6.91,clear sky
453,Nachingwea,TZ,2022-12-27 22:36:40,-10.3833,38.7667,69.58,91,94,1.05,overcast clouds
454,Marawi,PH,2022-12-27 22:37:40,7.9986,124.2928,68.7,97,100,0.47,overcast clouds
455,Kamaishi,JP,2022-12-27 22:37:40,39.2667,141.8833,40.15,82,93,5.79,overcast clouds
456,Jaque,PA,2022-12-27 22:37:40,7.5175,-78.1703,77.67,87,43,3.56,light rain
457,Naze,JP,2022-12-27 22:37:41,28.3667,129.4833,56.32,78,99,8.52,overcast clouds
458,Ayr,GB,2022-12-27 22:37:41,55.4627,-4.6339,46.51,87,75,18.41,broken clouds
459,Vallenar,CL,2022-12-27 22:37:41,-28.5708,-70.7581,77.65,30,0,5.41,clear sky
460,Chapais,CA,2022-12-27 22:37:42,49.7834,-74.8492,-4.22,99,99,4.29,overcast clouds
461,Wanxian,CN,2022-12-27 22:37:42,30.8039,108.3897,41.61,92,100,2.82,overcast clouds
462,Lasa,IT,2022-12-27 22:37:42,46.6166,10.7002,40.08,72,66,1.72,broken clouds
463,Zonguldak,TR,2022-12-27 22:37:42,41.25,31.8333,44.65,72,100,5.5,overcast clouds
464,Humaita,BR,2022-12-27 22:37:43,-7.5061,-63.0208,75.61,95,100,3.13,overcast clouds
465,Prado,BR,2022-12-27 22:37:43,-17.3411,-39.2208,74.17,88,11,6.02,few clouds
466,Ahipara,NZ,2022-12-27 22:37:43,-35.1667,173.1667,73.94,59,0,2.42,clear sky
467,Martapura,ID,2022-12-27 22:37:44,-3.4167,114.85,75.29,94,20,2.3,few clouds
468,Collie,AU,2022-12-27 22:37:44,-33.3667,116.15,56.05,58,0,8.57,clear sky
469,New Albany,US,2022-12-27 22:35:12,38.2856,-85.8241,34.27,84,100,8.05,overcast clouds
470,Amuntai,ID,2022-12-27 22:37:44,-2.4177,115.2494,72.93,95,94,1.07,moderate rain
471,Salinopolis,BR,2022-12-27 22:37:44,-0.6136,-47.3561,78.91,85,49,10.76,moderate rain
472,Ukiah,US,2022-12-27 22:37:45,39.1502,-123.2078,56.37,76,20,6.91,few clouds
473,Venice,US,2022-12-27 22:32:53,27.0998,-82.4543,67.98,41,0,8.05,clear sky
474,Klaksvik,FO,2022-12-27 22:37:45,62.2266,-6.589,40.12,75,100,26.96,light rain
475,Kyren,RU,2022-12-27 22:37:46,51.6828,102.1408,2.57,86,43,1.52,scattered clouds
476,Chipinge,ZW,2022-12-27 22:37:46,-20.1883,32.6236,61.0,92,6,4.94,clear sky
477,Somanda,TZ,2022-12-27 22:37:46,-3.3667,33.95,64.63,95,100,5.66,light rain
478,Ampanihy,MG,2022-12-27 22:37:47,-24.7,44.75,74.93,86,64,1.88,broken clouds
479,Jumla,NP,2022-12-27 22:37:47,29.2747,82.1838,33.22,26,0,4.21,clear sky
480,Maceio,BR,2022-12-27 22:36:05,-9.6658,-35.7353,76.44,88,75,6.91,broken clouds
481,Koroni,GR,2022-12-27 22:37:47,36.8,21.95,55.08,78,21,5.93,few clouds
482,Antofagasta,CL,2022-12-27 22:37:48,-23.65,-70.4,69.08,78,14,9.1,few clouds
483,Dong Hoi,VN,2022-12-27 22:37:48,17.4833,106.6,67.06,87,85,1.41,overcast clouds
484,Mataundh,IN,2022-12-27 22:37:48,25.45,80.15,49.87,55,0,7.05,clear sky
485,Wanning,CN,2022-12-27 22:37:49,18.8003,110.3967,67.14,86,96,8.32,overcast clouds
486,Margate,GB,2022-12-27 22:36:37,51.3813,1.3862,49.89,85,100,11.99,light rain
487,Prainha,BR,2022-12-27 22:37:49,-1.8,-53.48,77.59,79,94,0.92,light rain
488,Kununurra,AU,2022-12-27 22:37:49,-15.7667,128.7333,75.18,94,90,4.61,overcast clouds
489,Laguna,US,2022-12-27 22:37:50,38.421,-121.4238,57.29,94,100,16.11,overcast clouds
490,Kholmskaya,RU,2022-12-27 22:37:50,44.846,38.389,47.61,79,100,19.66,overcast clouds
491,Sisimiut,GL,2022-12-27 22:37:50,66.9395,-53.6735,10.13,59,23,13.69,few clouds
492,Byron Bay,AU,2022-12-27 22:36:25,-28.65,153.6167,70.95,78,61,8.23,broken clouds
493,Matai,TZ,2022-12-27 22:37:51,-8.3,31.5167,56.53,95,85,0.96,overcast clouds
494,Carahue,CL,2022-12-27 22:37:00,-38.7,-73.1667,57.36,63,97,8.88,overcast clouds
495,Norman Wells,CA,2022-12-27 22:37:51,65.282,-126.8329,-14.76,70,100,4.61,light snow
496,La Rioja,ES,2022-12-27 22:37:51,42.25,-2.5,38.98,81,2,7.45,clear sky
497,Komyshnya,UA,2022-12-27 22:37:52,50.1859,33.684,34.81,85,100,19.71,overcast clouds
498,Sulina,RO,2022-12-27 22:37:52,45.1559,29.6536,43.36,62,33,18.07,scattered clouds
499,La Palma,US,2022-12-27 22:37:52,33.8464,-118.0467,66.87,84,100,3.44,overcast clouds
500,Lukulu,ZM,2022-12-27 22:37:53,-14.3707,23.242,65.98,86,97,5.01,overcast clouds
501,Paka,MY,2022-12-27 22:37:53,4.6374,103.4368,73.33,94,99,2.3,overcast clouds
502,Redmond,US,2022-12-27 22:38:53,47.674,-122.1215,51.53,83,100,15.01,overcast clouds
503,Aswan,EG,2022-12-27 22:34:50,24.0934,32.907,56.5,47,0,4.61,clear sky
504,Ribeira Brava,PT,2022-12-27 22:38:54,32.65,-17.0667,70.43,21,3,7.47,clear sky
505,Emba,KZ,2022-12-27 22:38:55,48.8264,58.1442,19.96,91,100,1.79,overcast clouds
506,Ust-Tsilma,RU,2022-12-27 22:38:55,65.441,52.1498,-0.17,98,100,3.87,overcast clouds
507,Teguldet,RU,2022-12-27 22:38:55,57.3064,88.1667,10.94,92,100,4.25,overcast clouds
508,Krasnokamensk,RU,2022-12-27 22:38:56,50.0979,118.0369,-18.83,99,95,3.0,overcast clouds
509,Bulgan,MN,2022-12-27 22:38:56,48.8125,103.5347,-8.79,89,3,4.41,clear sky
510,Sinnamary,GF,2022-12-27 22:38:56,5.3833,-52.95,76.64,88,92,11.56,overcast clouds
511,Kinel-Cherkassy,RU,2022-12-27 22:38:57,53.4706,51.4743,12.52,92,100,5.66,overcast clouds
512,Cap Malheureux,MU,2022-12-27 22:38:57,-19.9842,57.6142,77.47,66,1,5.99,clear sky
513,Midyat,TR,2022-12-27 22:38:57,37.4247,41.3393,38.68,57,10,7.09,clear sky
514,San Andres,CO,2022-12-27 22:36:46,12.5847,-81.7006,82.42,69,40,11.5,scattered clouds
515,Xingyi,CN,2022-12-27 22:38:58,24.1877,102.817,43.79,94,89,3.65,overcast clouds
516,Chiny,BE,2022-12-27 22:38:58,49.7333,5.3333,39.88,93,97,11.99,overcast clouds
517,Vao,NC,2022-12-27 22:38:58,-22.6667,167.4833,78.28,85,100,15.1,light rain
518,Fortuna,US,2022-12-27 22:38:58,40.5982,-124.1573,52.14,86,91,1.01,overcast clouds
